PROBE_ID chr BP gene_name
ENSG00000033627.10 chr17 40610898 ATP6V0A1
ENSG00000108784.5 chr17 40688190 NAGLU
ENSG00000068120.10 chr17 40714185 COASY
ENSG00000108788.7 chr17 40719086 MLX
ENSG00000141699.6 chr17 40731533 FAM134C
ENSG00000108405.3 chr17 3799886 P2RX1
ENSG00000131462.3 chr17 40761694 TUBG1
ENSG00000073605.14 chr17 38060848 GSDMB
ENSG00000037042.8 chr17 40811323 TUBG2
ENSG00000172057.5 chr17 38077294 ORMDL3
ENSG00000131477.6 chr17 40913212 RAMP2
ENSG00000008838.13 chr17 38175355 MED24
ENSG00000131475.2 chr17 40925454 VPS25
ENSG00000126581.8 chr17 40962152 BECN1
ENSG00000131467.6 chr17 40985488 PSME3
ENSG00000074370.13 chr17 3827169 ATP2A3
ENSG00000131482.5 chr17 41052815 G6PC
ENSG00000108825.13 chr17 41102543 PTGES3L-AARSD1
ENSG00000198863.3 chr17 41132582 RUNDC1
ENSG00000131469.8 chr17 41150451 RPL27
ENSG00000068079.3 chr17 41158742 IFI35
ENSG00000012048.15 chr17 41196822 BRCA1
ENSG00000188554.9 chr17 41323231 NBR1
ENSG00000126353.3 chr17 38710021 CCR7
ENSG00000184988.4 chr17 41363894 TMEM106A
ENSG00000073584.14 chr17 38781214 SMARCE1
ENSG00000175906.4 chr17 41476327 ARL4D
ENSG00000067596.6 chr17 41561334 DHX8
ENSG00000108244.12 chr17 39078948 KRT23
ENSG00000108861.4 chr17 41843489 DUSP3
ENSG00000074755.10 chr17 3907739 ZZEF1
ENSG00000161654.5 chr17 42112003 LSM12
ENSG00000141349.4 chr17 42148103 G6PC3
ENSG00000161664.2 chr17 42248074 ASB16
ENSG00000168591.11 chr17 42264358 TMUB2
ENSG00000013306.11 chr17 42396993 SLC25A39
ENSG00000030582.12 chr17 42422648 GRN
ENSG00000141696.8 chr17 39958206 LEPREL4
ENSG00000180340.5 chr17 42634925 FZD2
ENSG00000131473.12 chr17 40023184 ACLY
ENSG00000167740.5 chr17 4046550 CYB5D2
ENSG00000108771.8 chr17 40253422 DHX58
ENSG00000108773.6 chr17 40265126 KAT2A
ENSG00000108774.10 chr17 40276998 RAB5C
ENSG00000108883.8 chr17 42927311 EFTUD2
ENSG00000173757.5 chr17 40351186 STAT5B
ENSG00000172992.7 chr17 43100712 DCAKD
ENSG00000168610.10 chr17 40466872 STAT3
ENSG00000136448.7 chr17 43138680 NMT1
ENSG00000186834.2 chr17 43224684 HEXIM1
ENSG00000168517.6 chr17 43238067 HEXIM2
ENSG00000185722.12 chr17 4067201 ANKFY1
ENSG00000184922.9 chr17 43299156 FMNL1
ENSG00000131470.10 chr17 40724341 PSMC3IP
ENSG00000159314.7 chr17 43471275 ARHGAP27
ENSG00000183978.7 chr17 40949652 COA3
ENSG00000108828.11 chr17 41166622 VAT1
ENSG00000120088.10 chr17 43861686 CRHR1
ENSG00000132388.8 chr17 4172554 UBE2G1
ENSG00000176681.10 chr17 44372497 LRRC37A
ENSG00000073969.14 chr17 44668035 NSF
ENSG00000185829.11 chr17 44594068 ARL17A
ENSG00000091947.5 chr17 42088559 TMEM101
ENSG00000087152.11 chr17 42269173 ATXN7L3
ENSG00000108312.10 chr17 42284288 UBTF
ENSG00000108433.11 chr17 45000502 GOSR2
ENSG00000186566.7 chr17 42474784 GPATCH8
ENSG00000180329.9 chr17 42754808 CCDC43
ENSG00000182963.5 chr17 42875816 GJC1
ENSG00000141279.10 chr17 45608430 NPEPPS
ENSG00000108424.5 chr17 45727204 KPNB1
ENSG00000073861.2 chr17 45810610 TBX21
ENSG00000159111.8 chr17 45900856 MRPL10
ENSG00000167182.11 chr17 45973516 SP2
ENSG00000182557.3 chr17 4336983 SPNS3
ENSG00000108439.5 chr17 46018937 PNPO
ENSG00000108465.10 chr17 46048407 CDK5RAP3
ENSG00000082641.11 chr17 46125721 NFE2L1
ENSG00000108468.10 chr17 46147414 CBX1
ENSG00000002919.10 chr17 46184920 SNX11
ENSG00000214425.2 chr17 43584107 LRRC37A4P
ENSG00000240871.3 chr17 39240459 KRTAP4-7
ENSG00000136436.10 chr17 46908350 CALCOCO2
ENSG00000159199.9 chr17 46970179 ATP5G1
ENSG00000159202.13 chr17 46985731 UBE2Z
ENSG00000159217.5 chr17 47074774 IGF2BP1
ENSG00000228696.4 chr17 44416763 ARL17B
ENSG00000167083.2 chr17 47283751 GNGT2
ENSG00000108798.4 chr17 47287589 ABI3
ENSG00000198740.4 chr17 47371927 ZNF652
ENSG00000121104.3 chr17 47787694 FAM117A
ENSG00000141456.10 chr17 4574680 PELP1
ENSG00000136504.7 chr17 47865917 KAT7
ENSG00000005882.7 chr17 48172639 PDK2
ENSG00000108823.11 chr17 48243366 SGCA
ENSG00000141480.13 chr17 4613929 ARRB2
ENSG00000015532.5 chr17 48423453 XYLT2
ENSG00000161920.5 chr17 4634729 MED11
ENSG00000161921.10 chr17 4636821 CXCL16
ENSG00000006025.7 chr17 45884738 OSBPL7
ENSG00000167107.8 chr17 48503519 ACSF2
ENSG00000136444.5 chr17 48556161 RSAD1
ENSG00000189120.3 chr17 45922279 SP6
ENSG00000141497.9 chr17 4643337 ZMYND15
ENSG00000006282.15 chr17 48624450 SPATA20
ENSG00000167183.2 chr17 46029333 PRR15L
ENSG00000108846.11 chr17 48712218 ABCC3
ENSG00000154945.6 chr17 48770551 ANKRD40
ENSG00000108848.11 chr17 48796964 LUC7L3
ENSG00000141293.11 chr17 46210802 SKAP1
ENSG00000008294.16 chr17 49043005 SPAG9
ENSG00000142507.5 chr17 4699439 PSMB6
ENSG00000011052.16 chr17 49230951 NME2
ENSG00000239672.3 chr17 49230897 NME1
ENSG00000243678.6 chr17 49243925 NME1-NME2
ENSG00000173917.9 chr17 46620017 HOXB2
ENSG00000011258.11 chr17 49254786 MBTD1
ENSG00000108511.8 chr17 46673115 HOXB6
ENSG00000011260.9 chr17 49337889 UTP18
ENSG00000129219.9 chr17 4710391 PLD2
ENSG00000159210.5 chr17 47007736 SNF8
ENSG00000141503.11 chr17 4736683 MINK1
ENSG00000167085.7 chr17 47481414 PHB
ENSG00000121067.13 chr17 47676248 SPOP
ENSG00000121073.9 chr17 47778320 SLC35B1
ENSG00000185245.6 chr17 4835592 GP1BA
ENSG00000108528.9 chr17 4840425 SLC25A11
ENSG00000108523.11 chr17 4843423 RNF167
ENSG00000108515.13 chr17 4854390 ENO3
ENSG00000108556.7 chr17 4801069 CHRNE
ENSG00000108819.9 chr17 48211104 PPP1R9B
ENSG00000108829.9 chr17 48458599 LRRC59
ENSG00000108518.7 chr17 4848947 PFN1
ENSG00000091640.3 chr17 4862523 SPAG7
ENSG00000129250.7 chr17 4901243 KIF1C
ENSG00000141232.4 chr17 48939584 TOB1
ENSG00000180787.5 chr17 4981543 ZFP3
ENSG00000167840.9 chr17 5008930 ZNF232
ENSG00000129204.12 chr17 5031687 USP6
ENSG00000161929.10 chr17 5112256 SCIMP
ENSG00000180626.9 chr17 5083373 ZNF594
ENSG00000141179.9 chr17 53828340 PCTP
ENSG00000029725.12 chr17 5185558 RABEP1
ENSG00000121064.8 chr17 55055466 SCPEP1
ENSG00000261192.1 chr17 55122839 RNF126P1
ENSG00000121057.8 chr17 55162551 AKAP1
ENSG00000129197.10 chr17 5322961 RPAIN
ENSG00000005100.8 chr17 5344232 DHX33
ENSG00000108559.7 chr17 5289346 NUP88
ENSG00000153944.6 chr17 55334374 MSI2
ENSG00000167842.11 chr17 5390247 MIS12
ENSG00000108561.4 chr17 5336097 C1QBP
ENSG00000108960.3 chr17 53469974 MMD
ENSG00000121083.6 chr17 56160776 DYNLL2
ENSG00000072849.6 chr17 5374571 DERL2
ENSG00000108389.5 chr17 56566898 MTMR4
ENSG00000108384.10 chr17 56769989 RAD51C
ENSG00000091592.11 chr17 5417439 NLRP1
ENSG00000175175.4 chr17 56833230 PPM1E
ENSG00000108395.9 chr17 57075563 TRIM37
ENSG00000068489.8 chr17 57232860 PRR11
ENSG00000167447.8 chr17 57287371 SMG8
ENSG00000153982.6 chr17 57297834 GDPD1
ENSG00000175155.4 chr17 57409063 YPEL2
ENSG00000121060.10 chr17 54965270 TRIM25
ENSG00000121058.4 chr17 55015548 COIL
ENSG00000108406.5 chr17 57642886 DHX40
ENSG00000141367.7 chr17 57697219 CLTC
ENSG00000062716.6 chr17 57784826 VMP1
ENSG00000108443.9 chr17 57970525 RPS6KB1
ENSG00000181610.8 chr17 55916842 MRPS23
ENSG00000136451.4 chr17 56051120 VEZF1
ENSG00000136450.8 chr17 56080721 SRSF1
ENSG00000170836.7 chr17 58677544 PPM1D
ENSG00000005381.6 chr17 56347217 MPO
ENSG00000213246.2 chr17 56422539 SUPT4H1
ENSG00000108387.10 chr17 56597616 SEPT4
ENSG00000253506.1 chr17 59667794 NACA2
ENSG00000182628.8 chr17 57187312 SKA2
ENSG00000108506.7 chr17 59942731 INTS2
ENSG00000141378.13 chr17 57774667 PTRH2
ENSG00000087995.11 chr17 60501228 METTL2A
ENSG00000108423.10 chr17 57936851 TUBD1
ENSG00000189050.10 chr17 58029601 RNFT1
ENSG00000146872.13 chr17 60556386 TLK2
ENSG00000068097.10 chr17 58120555 HEATR6
ENSG00000011028.9 chr17 60704762 MRC2
ENSG00000170832.8 chr17 58256455 USP32
ENSG00000062725.5 chr17 58520520 APPBP2
ENSG00000170921.10 chr17 61086917 TANC2
ENSG00000173826.10 chr17 61600764 KCNH6
ENSG00000136485.10 chr17 61627822 DCAF7
ENSG00000136463.7 chr17 61678231 TACO1
ENSG00000198909.3 chr17 61699802 MAP3K3
ENSG00000266173.1 chr17 61780202 STRADA
ENSG00000108588.9 chr17 61822610 CCDC47
ENSG00000198231.8 chr17 61851567 DDX42
ENSG00000108592.12 chr17 61896793 FTSJ3
ENSG00000087191.8 chr17 61904543 PSMC5
ENSG00000007312.8 chr17 62006100 CD79B
ENSG00000136492.4 chr17 59758627 BRIP1
ENSG00000271605.1 chr17 62461569 MILR1
ENSG00000256525.2 chr17 62473902 POLG2
ENSG00000108654.7 chr17 62495734 DDX5
ENSG00000258890.2 chr17 62502706 CEP95
ENSG00000108510.5 chr17 60019966 MED13
ENSG00000120063.5 chr17 63006833 GNA13
ENSG00000167699.9 chr17 662337 GLOD4
ENSG00000008283.11 chr17 61509665 CYB561
ENSG00000136490.4 chr17 61773262 LIMD2
ENSG00000204414.7 chr17 61987071 CSHL1
ENSG00000108622.6 chr17 62079956 ICAM2
ENSG00000199753.1 chr17 62223443 SNORD104
ENSG00000136478.3 chr17 62225047 TEX2
ENSG00000154229.7 chr17 64298944 PRKCA
ENSG00000154217.10 chr17 65373575 PITPNC1
ENSG00000130935.5 chr17 65713949 NOL11
ENSG00000171634.12 chr17 65821780 BPTF
ENSG00000186665.8 chr17 65987246 C17orf58
ENSG00000182481.4 chr17 66031635 KPNA2
ENSG00000196704.7 chr17 66244192 AMZ2
ENSG00000141337.8 chr17 66255323 ARSG
ENSG00000108946.9 chr17 66508543 PRKAR1A
ENSG00000171861.6 chr17 685513 RNMTL1
ENSG00000179409.6 chr17 647654 GEMIN4
ENSG00000129235.6 chr17 6544078 TXNDC17
ENSG00000108984.9 chr17 67410839 MAP2K6
ENSG00000212734.4 chr17 6554971 C17orf100
ENSG00000198265.7 chr17 65066554 HELZ
ENSG00000197170.5 chr17 65334032 PSMD12
ENSG00000181031.11 chr17 62293 RPH3AL
ENSG00000108590.6 chr17 6546635 MED31
ENSG00000123700.4 chr17 68165676 KCNJ2
ENSG00000132530.12 chr17 6659157 XAF1
ENSG00000108932.7 chr17 66264338 SLC16A6
ENSG00000133195.7 chr17 70642088 SLC39A11
ENSG00000219200.5 chr17 6915736 RNASEK
ENSG00000161939.13 chr17 6918073 RNASEK-C17orf49
ENSG00000180616.4 chr17 71161151 SSTR2
ENSG00000166685.7 chr17 71189129 COG1
ENSG00000133193.8 chr17 71203492 FAM104A
ENSG00000141219.11 chr17 71228776 C17orf80
ENSG00000172809.8 chr17 72199832 RPL38
ENSG00000141540.6 chr17 72209653 TTYH2
ENSG00000132514.9 chr17 6977885 CLEC10A
ENSG00000170412.12 chr17 72429836 GPRC5C
ENSG00000167851.9 chr17 72462555 CD300A
ENSG00000161944.12 chr17 7004641 ASGR2
ENSG00000141505.7 chr17 7076750 ASGR1
ENSG00000186074.14 chr17 72690456 CD300LF
ENSG00000172794.15 chr17 72733356 RAB37
ENSG00000109062.5 chr17 72744791 SLC9A3R1
ENSG00000132535.14 chr17 7093209 DLG4
ENSG00000109066.9 chr17 72772622 TMEM104
ENSG00000167862.5 chr17 73008769 ICT1
ENSG00000180901.6 chr17 73043340 KCTD2
ENSG00000170190.11 chr17 73084055 SLC16A5
ENSG00000125449.2 chr17 73106082 ARMC7
ENSG00000072778.15 chr17 7123125 ACADVL
ENSG00000125450.6 chr17 73201786 NUP85
ENSG00000125445.6 chr17 73257755 MRPS7
ENSG00000125454.7 chr17 73269111 SLC25A19
ENSG00000177885.9 chr17 73314157 GRB2
ENSG00000175826.7 chr17 7147158 CTDNEP1
ENSG00000170291.10 chr17 7155551 ELP5
ENSG00000161526.10 chr17 73663196 SAP30BP
ENSG00000187959.5 chr17 71244588 CPSF4L
ENSG00000179604.8 chr17 71279764 CDC42EP4
ENSG00000004975.7 chr17 7128660 DVL2
ENSG00000040633.8 chr17 7138347 PHF23
ENSG00000204316.8 chr17 73894724 MRPL38
ENSG00000132507.13 chr17 7210692 EIF5A
ENSG00000182473.16 chr17 74077099 EXOC7
ENSG00000141576.10 chr17 74138534 RNF157
ENSG00000185262.7 chr17 74261283 UBALD2
ENSG00000161542.12 chr17 74305567 PRPSAP1
ENSG00000176170.9 chr17 74380702 SPHK1
ENSG00000175931.8 chr17 74385532 UBE2O
ENSG00000072818.7 chr17 7239848 ACAP1
ENSG00000213859.3 chr17 7255208 KCTD11
ENSG00000070731.5 chr17 74561461 ST6GALNAC2
ENSG00000132522.11 chr17 7215979 GPS2
ENSG00000181038.9 chr17 74722925 METTL23
ENSG00000092931.7 chr17 74733783 MFSD11
ENSG00000178789.4 chr17 72517313 CD300LB
ENSG00000167850.3 chr17 72537247 CD300C
ENSG00000186407.4 chr17 72606026 CD300E
ENSG00000169992.5 chr17 7311502 NLGN2
ENSG00000184560.3 chr17 7328934 C17orf74
ENSG00000129657.10 chr17 75137022 SEC14L1
ENSG00000109065.7 chr17 72766686 NAT9
ENSG00000182040.4 chr17 72912176 USH1G
ENSG00000187838.12 chr17 7293052 PLSCR3
ENSG00000184640.13 chr17 75315597 SEPT9
ENSG00000170175.6 chr17 7348380 CHRNB1
ENSG00000167863.7 chr17 73034958 ATP5H
ENSG00000174282.7 chr17 7362685 ZBTB4
ENSG00000205544.3 chr17 7306294 TMEM256
ENSG00000125458.2 chr17 73126323 NT5C
ENSG00000189159.11 chr17 73131343 HN1
ENSG00000188612.7 chr17 73163963 SUMO2
ENSG00000125447.12 chr17 73232694 GGA3
ENSG00000125457.9 chr17 73262328 MIF4GD
ENSG00000259224.1 chr17 7384721 SLC35G6
ENSG00000181222.10 chr17 7387685 POLR2A
ENSG00000141524.11 chr17 76109002 TMC6
ENSG00000167895.10 chr17 76126867 TMC8
ENSG00000183077.11 chr17 76183398 AFMID
ENSG00000108479.7 chr17 73754027 GALK1
ENSG00000132475.4 chr17 73772515 H3F3B
ENSG00000092929.7 chr17 73823306 UNC13D
ENSG00000132471.7 chr17 73841780 WBP2
ENSG00000141569.6 chr17 73885041 TRIM65
ENSG00000087157.14 chr17 76374721 PGS1
ENSG00000248871.1 chr17 7452416 TNFSF12-TNFSF13
ENSG00000161533.7 chr17 73942658 ACOX1
ENSG00000257949.2 chr17 73975301 TEN1
ENSG00000239697.6 chr17 7452208 TNFSF12
ENSG00000161955.12 chr17 7461793 TNFSF13
ENSG00000167881.10 chr17 74035184 SRP68
ENSG00000108669.12 chr17 76670130 CYTH1
ENSG00000161960.10 chr17 7476146 EIF4A1
ENSG00000129226.9 chr17 7482785 CD68
ENSG00000055483.14 chr17 76792965 USP36
ENSG00000129255.10 chr17 7486965 MPDU1
ENSG00000129245.7 chr17 7494548 FXR2
ENSG00000129667.8 chr17 74466976 RHBDF2
ENSG00000108679.8 chr17 76967320 LGALS3BP
ENSG00000171302.12 chr17 76987799 CANT1
ENSG00000182534.9 chr17 74668633 MXRA7
ENSG00000141504.7 chr17 7529552 SAT2
ENSG00000070495.10 chr17 74714535 JMJD6
ENSG00000161547.10 chr17 74730197 SRSF2
ENSG00000129194.3 chr17 7491496 SOX15
ENSG00000141510.11 chr17 7571720 TP53
ENSG00000141499.12 chr17 7591639 WRAP53
ENSG00000171298.8 chr17 78075393 GAA
ENSG00000141527.12 chr17 78152274 CARD14
ENSG00000181523.8 chr17 78183063 SGSH
ENSG00000173821.15 chr17 78234669 RNF213
ENSG00000240480.1 chr17 7657638 RPL29P2
ENSG00000184557.3 chr17 76352864 SOCS3
ENSG00000141564.9 chr17 78519068 RPTOR
ENSG00000176108.5 chr17 78965641 CHMP6
ENSG00000175866.11 chr17 79008962 BAIAP2
ENSG00000181409.7 chr17 79091095 AATK
ENSG00000224877.3 chr17 79213039 C17orf89
ENSG00000035862.8 chr17 76849059 TIMP2
ENSG00000132510.6 chr17 7743222 KDM6B
ENSG00000182224.7 chr17 7761301 CYB5D1
ENSG00000185504.12 chr17 79506912 C17orf70
ENSG00000182446.9 chr17 79523913 NPLOC4
ENSG00000182612.6 chr17 79609349 TSPAN10
ENSG00000185527.7 chr17 79617489 PDE6G
ENSG00000185298.8 chr17 79633394 CCDC137
ENSG00000185359.8 chr17 79650962 HGS
ENSG00000262814.2 chr17 79670387 MRPL12
ENSG00000183048.7 chr17 79679371 SLC25A10
ENSG00000183684.6 chr17 79845713 ALYREF
ENSG00000141552.13 chr17 79849597 ANAPC11
ENSG00000183979.7 chr17 79859985 NPB
ENSG00000169696.11 chr17 79935426 ASPSCR1
ENSG00000169683.3 chr17 79981178 LRRC45
ENSG00000169727.8 chr17 80009834 GPS1
ENSG00000183011.9 chr17 7760003 LSMD1
ENSG00000141570.6 chr17 77765931 CBX8
ENSG00000141526.10 chr17 80186908 SLC16A3
ENSG00000141582.10 chr17 77806955 CBX4
ENSG00000167291.11 chr17 77906142 TBC1D16
ENSG00000169660.11 chr17 80376194 HEXDC
ENSG00000141562.12 chr17 80416061 NARF
ENSG00000141543.5 chr17 78109013 EIF4A3
ENSG00000141568.15 chr17 80477591 FOXK2
ENSG00000141580.11 chr17 80572438 WDR45B
ENSG00000141542.6 chr17 80612849 RAB40B
ENSG00000141560.10 chr17 80674559 FN3KRP
ENSG00000170043.7 chr17 7833667 TRAPPC1
ENSG00000141556.16 chr17 80709940 TBCD
ENSG00000176845.8 chr17 81037567 METRNL
ENSG00000179593.11 chr17 7942358 ALOX15B
ENSG00000141577.9 chr17 79163396 AZI1
ENSG00000167302.5 chr17 79202077 ENTHD2
ENSG00000157637.8 chr17 79218800 SLC38A10
ENSG00000184009.5 chr17 79476997 ACTG1
ENSG00000204237.4 chr17 79632066 OXLD1
ENSG00000214087.4 chr17 79648204 ARL16
ENSG00000225663.3 chr17 79780293 FAM195B
ENSG00000185624.10 chr17 79801035 P4HB
ENSG00000141522.7 chr17 79825597 ARHGDIA
ENSG00000185813.6 chr17 79858841 PCYT2
ENSG00000187531.9 chr17 79869815 SIRT7
ENSG00000197063.6 chr17 79876146 MAFG
ENSG00000169689.10 chr17 79976579 STRA13
ENSG00000169738.3 chr17 79993734 DCXR
ENSG00000169718.13 chr17 80015382 DUS1L
ENSG00000220205.4 chr17 8062467 VAMP2
ENSG00000169710.6 chr17 80036214 FASN
ENSG00000179029.10 chr17 8077319 TMEM107
ENSG00000141551.10 chr17 80200543 CSNK1D
ENSG00000173762.3 chr17 80272746 CD7
ENSG00000141574.3 chr17 80278900 SECTM1
ENSG00000196544.6 chr17 8091652 C17orf59
ENSG00000181396.8 chr17 80347099 OGFOD3
ENSG00000178927.12 chr17 80400520 C17orf62
ENSG00000175711.4 chr17 80901667 B3GNTL1
ENSG00000178921.9 chr17 8152604 PFAS
ENSG00000108961.9 chr17 8191815 RANGRF
ENSG00000161970.8 chr17 8280838 RPL26
ENSG00000166579.11 chr17 8339179 NDEL1
ENSG00000177370.3 chr17 900357 TIMM22
ENSG00000174083.13 chr17 8706055 PIK3R6
ENSG00000141506.9 chr17 8783413 PIK3R5
ENSG00000170310.9 chr17 9153789 STX8
ENSG00000007237.13 chr17 9817167 GAS7
ENSG00000154856.7 chr18 10454625 APCDD1
ENSG00000134265.7 chr18 10526031 NAPG
ENSG00000154864.7 chr18 10671524 PIEZO2
ENSG00000255112.2 chr18 11851395 CHMP1B
ENSG00000154889.12 chr18 11882621 MPPE1
ENSG00000141401.7 chr18 11981427 IMPA2
ENSG00000176014.8 chr18 12308261 TUBB6
ENSG00000141385.5 chr18 12328943 AFG3L2
ENSG00000134278.10 chr18 12446512 SPIRE1
ENSG00000128789.15 chr18 12702425 PSMG2
ENSG00000175354.14 chr18 12792152 PTPN2
ENSG00000085415.11 chr18 12948020 SEH1L
ENSG00000101639.13 chr18 12991361 CEP192
ENSG00000177150.8 chr18 13663350 FAM210A
ENSG00000101654.13 chr18 13726703 RNMT
ENSG00000167088.5 chr18 19192228 SNRPD1
ENSG00000158201.5 chr18 19230858 ABHD3
ENSG00000101752.7 chr18 19321281 MIB1
ENSG00000067900.5 chr18 18529701 ROCK1
ENSG00000101773.12 chr18 20513278 RBBP8
ENSG00000141446.6 chr18 19109242 ESCO1
ENSG00000101782.10 chr18 21032787 RIOK3
ENSG00000141452.5 chr18 21083473 C18orf8
ENSG00000141458.7 chr18 21111401 NPC1
ENSG00000168234.8 chr18 21572737 TTC39C
ENSG00000101557.9 chr18 158383 USP14
ENSG00000154059.5 chr18 22006580 IMPACT
ENSG00000134490.9 chr18 20875981 TMEM241
ENSG00000141447.12 chr18 21742008 OSBPL1A
ENSG00000141380.9 chr18 23596578 SS18
ENSG00000079134.7 chr18 214521 THOC1
ENSG00000101574.9 chr18 2538452 METTL4
ENSG00000134762.12 chr18 28570052 DSC3
ENSG00000134755.10 chr18 28645940 DSC2
ENSG00000101596.9 chr18 2655737 SMCHD1
ENSG00000101695.4 chr18 29598335 RNF125
ENSG00000134758.9 chr18 29671818 RNF138
ENSG00000260389.1 chr18 30091626 WBP11P1
ENSG00000132205.6 chr18 2847028 EMILIN2
ENSG00000101577.5 chr18 2916992 LPIN2
ENSG00000134769.17 chr18 32073281 DTNA
ENSG00000166974.8 chr18 32621324 MAPRE2
ENSG00000158270.10 chr18 319361 COLEC12
ENSG00000186812.8 chr18 32821019 ZNF397
ENSG00000172466.11 chr18 32912176 ZNF24
ENSG00000101605.8 chr18 3066805 MYOM1
ENSG00000141429.9 chr18 33234524 GALNT1
ENSG00000141428.12 chr18 33552046 C18orf21
ENSG00000141425.13 chr18 33569787 RPRD1A
ENSG00000141424.8 chr18 33688495 SLC39A6
ENSG00000134759.9 chr18 33709834 ELP2
ENSG00000101608.7 chr18 3247528 MYL12A
ENSG00000118680.8 chr18 3261907 MYL12B
ENSG00000153391.11 chr18 33048297 INO80C
ENSG00000134779.10 chr18 34374069 TPGS2
ENSG00000177426.16 chr18 3449973 TGIF1
ENSG00000078142.7 chr18 39535171 PIK3C3
ENSG00000152217.12 chr18 42260863 SETBP1
ENSG00000141469.12 chr18 43304092 SLC14A1
ENSG00000152229.14 chr18 43563502 PSTPIP2
ENSG00000152240.8 chr18 43684298 HAUS1
ENSG00000152242.6 chr18 43754000 C18orf25
ENSG00000152234.11 chr18 43664116 ATP5A1
ENSG00000078043.11 chr18 44388353 PIAS2
ENSG00000234298.1 chr18 44548658 TCEB3CL
ENSG00000167220.7 chr18 44633774 HDHD2
ENSG00000134049.3 chr18 44681413 IER3IP1
ENSG00000141627.9 chr18 46570190 DYM
ENSG00000265681.2 chr18 47014858 RPL17
ENSG00000175387.11 chr18 45357922 SMAD2
ENSG00000167315.13 chr18 47309869 ACAA2
ENSG00000141644.13 chr18 47795217 MBD1
ENSG00000154832.10 chr18 47808713 CXXC1
ENSG00000101665.4 chr18 46446223 SMAD7
ENSG00000141639.7 chr18 48086448 MAPK4
ENSG00000082212.7 chr18 48405419 ME2
ENSG00000141642.4 chr18 48494386 ELAC1
ENSG00000141646.9 chr18 48556583 SMAD4
ENSG00000176624.9 chr18 48700920 MEX3C
ENSG00000177576.6 chr18 47008030 C18orf32
ENSG00000166845.9 chr18 51884955 C18orf54
ENSG00000166510.9 chr18 52568740 CCDC68
ENSG00000134046.7 chr18 51729051 MBD2
ENSG00000091164.8 chr18 54264439 TXNL1
ENSG00000198081.6 chr18 5290857 ZBTB14
ENSG00000091157.9 chr18 54318616 WDR7
ENSG00000196628.9 chr18 52889565 TCF4
ENSG00000177511.5 chr18 55018044 ST8SIA3
ENSG00000119547.5 chr18 55102917 ONECUT2
ENSG00000066926.6 chr18 55215515 FECH
ENSG00000082397.11 chr18 5392383 EPB41L3
ENSG00000049759.12 chr18 55711780 NEDD4L
ENSG00000172175.8 chr18 56338618 MALT1
ENSG00000074657.9 chr18 56529832 ZNF532
ENSG00000166562.4 chr18 56806709 SEC11C
ENSG00000074695.5 chr18 56995055 LMAN1
ENSG00000183287.9 chr18 57098172 CCBE1
ENSG00000134440.7 chr18 55267888 NARS
ENSG00000141682.11 chr18 57567180 PMAIP1
ENSG00000177143.3 chr18 580367 CETN1
ENSG00000079101.12 chr18 596998 CLUL1
ENSG00000119537.11 chr18 60994959 KDSR
ENSG00000166396.8 chr18 61442644 SERPINB7
ENSG00000197563.5 chr18 59710800 PIGN
ENSG00000197632.4 chr18 61554934 SERPINB2
ENSG00000242550.1 chr18 61575225 SERPINB10
ENSG00000166401.9 chr18 61637263 SERPINB8
ENSG00000154655.10 chr18 5954706 L3MBTL4
ENSG00000171791.10 chr18 60790579 BCL2
ENSG00000119541.5 chr18 61056423 VPS4B
ENSG00000176225.8 chr18 67671029 RTTN
ENSG00000170677.5 chr18 67956137 SOCS6
ENSG00000166479.5 chr18 66340925 TMX3
ENSG00000132199.13 chr18 673859 ENOSF1
ENSG00000075336.7 chr18 71815746 TIMM21
ENSG00000133313.10 chr18 72163443 CNDP2
ENSG00000215421.5 chr18 72342976 ZNF407
ENSG00000180011.6 chr18 72907063 ZADH2
ENSG00000179981.9 chr18 72922710 TSHZ1
ENSG00000166347.13 chr18 71920531 CYB5A
ENSG00000197971.10 chr18 74724735 MBP
ENSG00000166377.15 chr18 76829394 ATP9B
ENSG00000131196.13 chr18 77155944 NFATC1
ENSG00000060069.12 chr18 77439801 CTDP1
ENSG00000178342.4 chr18 77623668 KCNG2
ENSG00000122490.14 chr18 77662420 PQLC1
ENSG00000101546.8 chr18 77794358 RBFA
ENSG00000101544.4 chr18 77866915 ADNP2
ENSG00000141759.10 chr18 77732867 TXNL4A
ENSG00000206418.3 chr18 8609443 RAB12
ENSG00000178127.8 chr18 9102628 NDUFV2
ENSG00000101745.10 chr18 9136775 ANKRD12
ENSG00000128791.7 chr18 9334765 TWSG1
ENSG00000017797.7 chr18 9475668 RALBP1
ENSG00000154845.11 chr18 9546789 PPP4R1
ENSG00000168461.8 chr18 9708162 RAB31
ENSG00000101558.9 chr18 9913999 VAPA
ENSG00000130813.13 chr19 10196806 C19orf66
ENSG00000080573.6 chr19 10070237 COL5A3
ENSG00000130810.15 chr19 10216965 PPAN
ENSG00000244165.1 chr19 10222214 P2RY11
ENSG00000182087.8 chr19 1009647 TMEM259
ENSG00000130816.10 chr19 10244023 DNMT1
ENSG00000064687.8 chr19 1040102 ABCA7
ENSG00000130811.6 chr19 10225693 EIF3G
ENSG00000105364.9 chr19 10362640 MRPL4
ENSG00000090339.4 chr19 10381511 ICAM1
